isotope,Batch1-charged (g),Batch3-discharged (g),Batch4-charged (g),Batch5-discharged (g),Batch6-charged (g),Batch7-discharged (g),Batch8-charged (g),Batch8-discharged (g)
AC228,0.00E+00,8.20E-14,9.16E-19,2.60E-13,2.65E-18,5.56E-13,5.16E-18,8.54E-13
TH226,0.00E+00,4.26E-16,0.00E+00,1.45E-15,0.00E+00,3.79E-15,0.00E+00,3.86E-15
TH227,5.38E-22,1.21E-11,9.95E-13,2.55E-11,2.14E-12,6.17E-11,5.77E-12,1.18E-10
TH228,0.00E+00,2.61E-07,1.68E-08,5.48E-07,4.11E-08,1.57E-06,1.24E-07,2.27E-06
TH229,0.00E+00,1.24E-07,8.67E-09,1.10E-06,6.82E-08,3.90E-06,2.37E-07,3.15E-06
TH230,5.38E-22,7.10E-05,1.45E-05,8.94E-04,1.15E-04,3.17E-03,3.34E-04,3.50E-03
TH231,5.38E-22,1.02E-08,4.17E-10,5.13E-08,4.61E-10,1.44E-07,5.25E-10,1.31E-07
TH232,0.00E+00,1.65E-05,1.68E-06,4.42E-05,4.54E-06,8.44E-05,8.29E-06,7.09E-05
TH233,0.00E+00,1.57E-11,0.00E+00,6.33E-11,0.00E+00,1.07E-10,0.00E+00,7.22E-11
TH234,5.38E-22,1.23E-05,6.39E-07,9.85E-06,5.55E-07,8.09E-06,4.69E-07,8.16E-06
PA231,5.38E-22,1.92E-05,3.66E-05,4.32E-05,6.72E-05,1.37E-04,1.80E-04,1.45E-04
PA232,0.00E+00,1.23E-08,0.00E+00,4.18E-08,0.00E+00,1.17E-07,0.00E+00,9.92E-08
PA233,0.00E+00,1.28E-05,1.36E-05,2.23E-05,2.58E-05,2.11E-05,2.53E-05,2.14E-05
PA234,5.38E-22,4.79E-10,1.93E-10,9.26E-10,1.67E-10,7.70E-10,1.41E-10,6.51E-10
PA234M,5.38E-22,4.14E-10,4.31E-10,3.34E-10,3.75E-10,2.75E-10,3.16E-10,2.77E-10
PA235,0.00E+00,1.64E-15,0.00E+00,2.00E-15,0.00E+00,1.45E-15,0.00E+00,1.17E-15
U230,0.00E+00,4.19E-13,0.00E+00,1.43E-12,0.00E+00,3.72E-12,0.00E+00,3.80E-12
U231,0.00E+00,1.70E-11,0.00E+00,5.84E-11,0.00E+00,1.51E-10,0.00E+00,1.54E-10
U232,0.00E+00,1.31E-05,1.27E-05,2.97E-05,3.13E-05,8.77E-05,9.45E-05,1.11E-04
U233,0.00E+00,6.64E-04,1.76E-03,2.25E-03,4.55E-03,4.40E-03,7.06E-03,7.21E-03
U234,5.38E-22,5.00E+00,1.34E+01,3.32E+01,7.39E+01,8.46E+01,1.60E+02,1.49E+02
U235,2.00E+03,1.94E+03,2.05E+03,1.99E+03,2.27E+03,2.21E+03,2.58E+03,2.57E+03
U236,0.00E+00,6.10E+01,7.17E+01,1.41E+02,1.79E+02,2.29E+02,2.94E+02,3.07E+02
U237,0.00E+00,1.49E+00,1.18E-05,1.93E+00,4.92E-05,1.31E+00,7.86E-05,1.07E+00
U238,9.98E+05,8.43E+05,8.80E+05,6.77E+05,7.65E+05,5.56E+05,6.46E+05,5.62E+05
U239,0.00E+00,5.83E-01,0.00E+00,6.86E-01,0.00E+00,5.22E-01,0.00E+00,4.40E-01
U240,0.00E+00,8.96E-07,5.31E-16,1.59E-06,2.21E-14,1.07E-06,1.23E-13,7.25E-07
U241,0.00E+00,1.23E-18,0.00E+00,3.31E-18,0.00E+00,1.96E-18,0.00E+00,1.07E-18
NP236,0.00E+00,9.54E-03,9.97E-03,3.84E-02,4.34E-02,4.28E-02,4.97E-02,4.31E-02
NP237,5.38E-22,3.80E+02,4.01E+02,6.59E+02,7.60E+02,6.18E+02,7.44E+02,6.27E+02
NP238,0.00E+00,1.88E-01,7.14E-07,4.57E-01,8.56E-06,3.99E-01,2.33E-05,3.43E-01
NP239,0.00E+00,8.40E+01,2.13E-06,9.89E+01,4.82E-05,7.53E+01,2.10E-04,6.34E+01
NP240,0.00E+00,4.16E-04,0.00E+00,7.39E-04,0.00E+00,4.96E-04,0.00E+00,3.37E-04
NP240M,0.00E+00,1.60E-06,4.64E-18,2.84E-06,1.93E-16,1.91E-06,1.07E-15,1.29E-06
NP241,0.00E+00,1.18E-15,0.00E+00,3.18E-15,0.00E+00,1.88E-15,0.00E+00,1.03E-15
PU236,0.00E+00,2.44E-08,2.27E-08,2.23E-07,1.17E-07,3.21E-07,1.46E-07,2.67E-07
PU237,0.00E+00,4.19E-04,0.00E+00,2.51E-03,0.00E+00,3.11E-03,0.00E+00,2.45E-03
PU238,0.00E+00,1.23E+02,1.23E+02,4.95E+02,5.49E+02,8.12E+02,9.32E+02,8.23E+02
PU239,0.00E+00,7.42E+04,7.76E+04,7.90E+04,8.92E+04,6.94E+04,8.06E+04,7.17E+04
PU240,0.00E+00,8.75E+03,9.12E+03,2.11E+04,2.38E+04,2.80E+04,3.25E+04,3.23E+04
PU241,0.00E+00,5.42E+02,3.80E+02,2.10E+03,1.59E+03,3.26E+03,2.54E+03,3.63E+03
PU242,5.38E-22,4.38E+01,4.57E+01,4.30E+02,4.85E+02,1.19E+03,1.38E+03,1.59E+03
PU243,0.00E+00,6.06E-04,1.97E-16,8.19E-03,6.58E-14,2.06E-02,1.41E-12,2.32E-02
PU244,0.00E+00,2.66E-05,2.78E-05,1.02E-03,1.15E-03,5.52E-03,6.41E-03,8.88E-03
PU245,0.00E+00,3.80E-10,0.00E+00,2.21E-08,0.00E+00,1.05E-07,0.00E+00,1.36E-07
PU246,0.00E+00,2.35E-13,0.00E+00,2.08E-11,0.00E+00,8.76E-11,1.83E-18,9.16E-11
AM240,0.00E+00,4.96E-06,0.00E+00,3.60E-05,0.00E+00,5.23E-05,0.00E+00,3.57E-05
AM241,0.00E+00,1.14E+02,1.52E+01,5.54E+02,6.96E+01,1.07E+03,1.23E+02,9.52E+02
AM242,0.00E+00,1.72E-02,2.28E-06,1.18E-01,2.73E-05,2.09E-01,7.45E-05,1.56E-01
AM242M,0.00E+00,3.78E+00,1.90E-01,4.20E+01,2.28E+00,1.11E+02,6.22E+00,4.83E+01
AM243,0.00E+00,2.37E+00,1.24E-01,4.97E+01,2.80E+00,2.11E+02,1.22E+01,2.15E+02
AM244,0.00E+00,1.37E-04,0.00E+00,4.03E-03,0.00E+00,1.57E-02,0.00E+00,1.35E-02
AM245,0.00E+00,7.43E-11,0.00E+00,4.31E-09,3.33E-19,2.06E-08,1.48E-17,2.66E-08
AM246,0.00E+00,3.76E-16,0.00E+00,3.32E-14,0.00E+00,1.40E-13,0.00E+00,1.47E-13
CM241,0.00E+00,3.63E-07,0.00E+00,4.02E-06,0.00E+00,5.55E-06,0.00E+00,3.03E-06
CM242,0.00E+00,3.08E+00,9.23E-03,2.24E+01,1.11E-01,4.13E+01,3.02E-01,2.99E+01
CM243,0.00E+00,6.66E-02,5.69E-02,8.65E-01,7.98E-01,2.17E+00,2.06E+00,1.52E+00
CM244,0.00E+00,1.96E-01,1.49E-01,8.06E+00,6.62E+00,4.86E+01,4.11E+01,4.96E+01
CM245,0.00E+00,1.29E-02,1.35E-02,9.46E-01,1.07E+00,7.58E+00,8.80E+00,1.01E+01
CM246,5.38E-22,3.73E-04,3.89E-04,6.14E-02,6.93E-02,8.68E-01,1.01E+00,1.97E+00
CM247,0.00E+00,5.29E-06,5.53E-06,1.64E-03,1.85E-03,3.41E-02,3.96E-02,9.37E-02
CM248,0.00E+00,1.11E-07,1.16E-07,8.46E-05,9.56E-05,3.31E-03,3.84E-03,1.06E-02
CM249,0.00E+00,2.01E-13,0.00E+00,2.31E-10,0.00E+00,7.95E-09,0.00E+00,2.06E-08
CM250,0.00E+00,1.38E-17,1.44E-17,4.59E-14,5.18E-14,3.76E-12,4.36E-12,1.29E-11
BK249,0.00E+00,7.74E-10,1.14E-12,1.09E-06,1.73E-09,4.70E-05,7.67E-08,1.32E-04
BK250,0.00E+00,1.41E-14,0.00E+00,3.01E-11,0.00E+00,1.14E-09,0.00E+00,2.58E-09
BK251,0.00E+00,0.00E+00,0.00E+00,2.06E-16,0.00E+00,6.88E-15,0.00E+00,1.25E-14
CF249,0.00E+00,7.68E-10,1.59E-09,1.52E-06,2.91E-06,1.10E-04,1.80E-04,4.01E-04
CF250,1.76E-19,4.50E-11,3.03E-11,1.67E-07,1.22E-07,1.43E-05,1.07E-05,4.72E-05
CF251,0.00E+00,8.25E-13,8.57E-13,7.13E-09,8.00E-09,9.51E-07,1.10E-06,3.30E-06
CF252,0.00E+00,9.45E-15,1.11E-15,1.88E-10,2.39E-11,3.37E-08,4.42E-09,1.11E-07
CF253,0.00E+00,7.59E-18,0.00E+00,2.34E-13,0.00E+00,3.78E-11,0.00E+00,1.01E-10
CF254,0.00E+00,0.00E+00,0.00E+00,4.61E-16,0.00E+00,7.04E-14,0.00E+00,1.56E-13
CF255,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.21E-20,2.55E-18,0.00E+00,4.55E-18
ES253,0.00E+00,8.12E-18,0.00E+00,2.59E-13,0.00E+00,4.27E-11,0.00E+00,1.15E-10
ES254,0.00E+00,0.00E+00,0.00E+00,1.24E-15,6.84E-19,2.32E-13,1.31E-16,5.63E-13
ES254M,0.00E+00,0.00E+00,0.00E+00,8.78E-18,0.00E+00,1.28E-15,0.00E+00,2.77E-15
ES255,0.00E+00,0.00E+00,0.00E+00,1.14E-17,0.00E+00,1.63E-15,0.00E+00,2.96E-15
